instagram_comments,offensive_language,offensiveness_levels,hate_speech
Da uma passeada na rua do RS! Vai ser aclamado pelo povo gaúcho! 🤦‍♂️,0,0,0
Tá apaixonada? Vira o disco😂,0,0,0
👏👏👏👏o capeta sendo capeta. Normal.,1,2,-1
Nossa Argentina parece que já se arrempeu de coloca a direita no poder.,0,0,0
Time perdendo a credibilidade,0,0,0
Tenho medo desse povo que usa a palavra de Deus para justificar seus atos,0,0,0
"A TIME escolhe quem eles quiser, isso não significa nada !!",0,0,0
"Era disso que eu me referia quando um evangélico reclamou que outro amigo estava ouvindo forró, ele disse: você está envergonhado a igreja. E eu respondi imediatamente: Nesses últimos tempos é a igreja que está nos envergonhando. 😒😒😒",0,0,0
Muito triste. Deus honre essa mulher!!!,0,0,0
Parabens aos seus eleitores. Devem estar em eztase.,0,0,0
Pirralha socialistas de iPhone 😒,1,1,5
Que time.❤️,0,0,0
Petista liberal ! Pqp!,1,1,5
Aprende a votar Brasil,0,0,0
Presidente sem noção .,0,0,0
Ou quando o Brasil estava sendo saqueado pelo PT? ?,1,1,5
Sábios 👏📚👏,0,0,0
Parabéns professor!,0,0,0
"😂😂😂 o que fazemos, recebemos! Seja o que for.",0,0,0
"Vc não tem nem coragem de por sua foto , vagabundo",1,3,-1
Propineira com pena pq a mamata acabou.... 🤮🤮,1,2,-1
"Falso Cristão , nenhuma novidade, com sua dentadura da vaidade...",1,1,7
Nojo desses vermes.....,1,1,-1
"Enfia a sua pena no seu rabo, velha nojenta",1,3,-1
Nojo🤮,1,3,-1
"Que palhaçada é essa, ridículo demais",1,2,-1
Meu presidente 😍,0,0,0
"Este vaga vagabundo está se achando. Não tem que ter regalias, você é qualquer pessoa hoje,Ainda pensa que manda .",1,2,-1
é preciso pensar 10 X antes de falar para depois ter que pedir desculpas . Certos Bolsonaros deviam aprender isso . um leão nuca pede desculpas ..,0,0,0
👏👏👏👏👏👏 Vitória Cristina!,0,0,0
Não se aproveita nada dessa foto,1,1,-1
Ainda bem que tenho olhos e oportunidade para admirar tanta beleza.,0,0,0
Exatamente!! Não acrescenta nada!!,0,0,0
"te amo, lindo",0,0,0
Que tristeza!,0,0,0
GRETA MENINA FEIA DOS INFERNO PARECE O DEMÔNIO CHUCK Kkkkkkkk,1,3,-1
Aro,0,0,0
Hahahaha jornalista de merda,1,2,-1
😂😂😂😂😂que mandou votar nele agora toma ai,0,0,0
"Concordo...boca fechada não entra mosquito...sabemos a verdade, mas na maioria das vezes precisamos nos manter em silêncio e apenas agir de forma coerente e pensada para não dar motivos para essa esquerda mesquinha hipocrita.",1,2,5
Bandidos lutam contra a nação!!!,1,1,-1
Esses não são gente. Esses são escória de nossa política.,1,3,-1
"Sim, ela é mil vezes mais sensata que você. Que você diz querer o melhor para o Brasil, mas adora esquentar mais ainda o que está quente.. você quer é puxar pro seu lado!",0,0,0
Queridos! 👏👏👏 bom ver gente boa juntos!!,0,0,0
Esquerda maldita,1,2,5
Mulher retada 👏👏👏,0,0,0
"Por um lado eu acho desnecessário ficar um atacando o outro, MAS por outro lado acho necessário, pois SÓ assim ficamos sabendo o que a passa nos bastidores .",0,0,0
Dois homens lindos,0,0,0
▪DE QUE HONRA ÊSSE MERD...ESTÁ FALANDO!???,1,3,-1
Feiúra,1,2,-1
@fernandohaddadoficial parabéns futuro presidente. Você merece,0,0,0
Parabéns Benedita👏,0,0,0
@joicehasselmannoficial F A L I D A ! ! !👎,1,1,-1
Esse lixo tem pena e da propina que andava ganhando ilicitamente,1,2,-1
São esses bandidos,1,3,-1
Que ridículo! 🤢🤮,1,2,-1
Merecido!!!!! O que fez pela Educação enquanto Ministro nos deixará com saudades de um dia nós professores termos sido valorizados.,0,0,0
Fdp,1,3,-1
"Que absurdo isso, cadeia para esses fdp ninguém coloca limites ne... raça dos infernos, quabdo morrerem vão tudo queimar no inferno essas pragas.",1,1,-1
Para de tentar aparecer!!! Não precisa 🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
Linda demais!,0,0,0
"NÃO!! Pera ✋ É sério isso?! Mais um CUPIM? Vamos lá galera!! Vamos tocar em assuntos irrelevantes para ENFRAQUECER a nação. Se não temos nada contra ele, vamos enfraquecer o povo. Fingindo estar preocupada com o bem da nação, tu chapas cana e assobia ao mesmo tempo. Finge estar preocupada com a nação jogando pedras no presidente para enfraquecer nossa confiança nele, mas na VERDADE tu estas trabalhando com e para os inimigos DEUS SABE PORQUE. Então, vamos relevar um detalhe importante: TODOS SABEM QUEM É ESSA PIRRALHA, PRA QM ELA TRABALHA, O Q ELES REALMENTE QUEREM. Uma interpretação simples de texto mostra NOSSO PRESIDENTE disse q ela é um objeto q lucra muito, abrindo caminhos para o q querem devorar nosso país. PIRRALHA: Ser pequeno que usa sua aparente inocência para abrir caminho para EXPLORADORES. Pode não ter classe na palavras do PRESIDENTE, mas elas tem VERDADE E SINCERIDADE.",1,3,-1
Ainda bem que não sou eu o Bolsonaro de saia.,0,0,0
Já estão preocupados com 2022,0,0,0
Nem aqui nem em lugar nenhum,0,0,0
Cassação dele!!!!,0,0,0
Vergonha,1,2,-1
Desanimador.,0,0,0
"Condenado a 4,5 anos por caixa dois.......kkkkkkkkkk...",1,1,-1
"Meu Deus que vergonha desses seres travestido de humanos! São as crias de lucifer, não tem outra explicação...",1,2,7
"Esse rapaz só me recorda camarão, a merda tá na cabeça",1,1,-1
Lindoo😍.,0,0,0
vou discutir seu instagram .vc nunca respondi ou curti nada q eu falo fuiii,0,0,0
Esse é fera presidente!,0,0,0
NOJENTO. ESCROTO 😒,1,2,-1
Benedita não se altere porque esse ato cometido foi por gente que tem alma escura !,0,0,0
Parabéns professor,0,0,0
Em qual o horário? Em que emissora? Me digam por favor!! Obg!!!,0,0,0
Que louco este maluco,1,3,-1
"Só atrapalham o pai, até quando isso hein",0,0,0
"Minha querida, com esses corjas que temos no STF , no STJ, no STE e OUTROS tá dificil hein! Não dá pra entrar, matar um e suicidar,"" não resolve nada! Tem é que entrar com metralhadoras para exterminar a rataiada....",1,3,-1
O Brasil é maior do que os que querem destruir-los. Brasil acima tudo e Deus acima de todos sempre.,0,0,0
Hipócrita! Esquerda Nunca Mais!,1,2,5
😂😂😂😂😂😂😂 ridículos,1,1,-1
Esses petistas são sujos!,1,3,5
Rindo feito um condenado,0,0,0
"Essa mulher é uma guerreira, tem minha admiração",0,0,0
É a Pirralha sim!!!!!,1,3,-1
Dificil é tirar o pt da mente dos esquerdopratas,1,2,5
Viva o nosso Presidente Bolsonaro 👏🙌👏🙌,0,0,0
O Brasil certamente seria outro se todas as escolas públicas fosse colégio Militar! @bolsonarosp,0,0,0
Ótimo 👏🏽👏🏽👏🏽,0,0,0
"@manueladavila concordo em td o que vc diz e faz ate hoje. Sou argentina e sai muito triste do meu pais a 10 anos por que a pessoa que essa pessoa que vc arenga tirou as nossas oportunidades de prosperar. Eu nao queria um “bolsa-nada” so queria trabalhar para junto ao meu esposo criarmos um futuro para nosso filho. Macri não, mas Kirchner muito menos. Sugiro vc se informar ao respeito de sua xará Manuela Castañeira se quiser se identificar com alguem AUTENTICAMENTE POPULAR e não uma aproveitadora como é tristemente celebre expresidente.",0,0,0
"TENHO ORGULHO DESSE COLÉGIO, HÁ 33 ANOS ATRÁS MEU FILHO HOJE TENENTE CORONEL INGRRESSAVA COM 11 ANOS DE IDADE NO CMRJ💛💚",0,0,0
São um bando de invejosos!,1,2,-1
Nenhuma que absurdo. Só não retira os privilégios deles.,0,0,0
Esses filhos do presidente só falam besteiras e atrapalham o pai.,0,0,0
Hahahaha lula lixo,1,1,-1
Fdp nojo desse cara !!!!,1,2,-1
Que é o retardado....vem lulinha andar na ruas kkķkkk estou com 300 ovos pronto kkkk,1,1,-1
Dá-lhe Cristina!,0,0,0
"Haddad, ❤️!",0,0,0
MAIS UMA CANALHA DA GLOBO LIXO.,1,2,-1
Parabéns!!! 👏👏👏,0,0,0
Podre. Só lembro daquele bandido que falava pro repórter : morre! Diabo!,1,2,-1
Porca asquerosa🤮🤮🤮,1,3,"3,8"
Imperdivel!!!!,0,0,0
"Isso já está casando , sempre as mesmas notícias ,as mesmas coisas ,esse povo não faz nada de bom , e não tem como tirar eles de lá ,complicado essa situação que estamos 😠",0,0,0
Quem quer saber a opinião dela?,1,1,-1
O congresso parece um reunião de marginais.,1,1,-1
A maioria dos otimistas somos nós 👏👏🇧🇷🇧🇷,0,0,0
"De forma alguma, o Bozo é declaradamente inimigo dos trabalhadores. E aí coxinhas pobres e trabalhadores, ainda defendem essa infâmia? Ainda defendem esse DES-governo perververso e despreparado?",0,0,0
#globolixo,1,2,-1
Ele deixou bem claro. E muito difícil ser empresário no Brasil. Que iria acabar com isso que tá aí taokey. Mas o gado iludido com um porte de arma dgratizzz. Tá tomando no.cu. e gritando . Mito mito mito.🤣🤣🤣🤣,1,3,5
Asco!!,1,2,-1
Se tivesse ganhado uma branca seria contra né cara de pau.,1,1,6
Meu orgulho,0,0,0
Merda de babaca fala merda esse embcil,1,1,-1
Esse nem o capeta quer. Hahah🔥🔥🔥🔥🔥,1,1,-1
Esse homem é o demônio,1,2,-1
Deus proteja e livre o nosso povo e o nosso Brasil de pessoas que querem guerra entre os brasileiros.🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,0,0
"Quem quer o Brasil? ,kkkkk. Nem eu!",0,0,0
Prestem atenção nesse cara @fernandoconrado .... 🇧🇷🇧🇷🇧🇷 O cara é GIGANTE!,0,0,0
"Haddad vem pro veganismo, vamos salvar esse planeta <3",0,0,0
Bando de safado e bandido!!,1,2,-1
Não tô entendendo mais nada!😠,0,0,0
"Cidadão de bem agradece, elegemos @jairmessiasbolsonaro para colocar ordem no país e não ficar mais com esse mimi... Cidadão de bem será o beneficiado!!",0,0,0
Esta Carta Capital é um lixo !,1,3,-1
"Moro em Portugal a anossssss, e todo esse MIMIMI brasileiro, pq o Presidente chamou GRETA de pirralha, não afetou a imprensa internacional. Eu acrescentaria: pirralha, chata e manipulada. A Europa vê essa adolescente, que esse ano não frequentou a escola ( para espanto da maioria), com certa desconfiança o que há por trás de tudo isso, quem financia viagens e o próprio sustento de GRETA e pais??? Pois os pais deixaram de trabalhar para acompanhar a ninfeta prodígio!!!!",1,2,-1
Linda mulher merecido ter ganhado,0,0,0
Congresso do cão,1,1,-1
"🇧🇷Isso não é um jornalista, muito menos o homem, mas sim um Cafajeste, um crápula, um bicho ruim de chifre, rabo e garfo na pata, um ABUTRE com um microfone na mão. Acho que nem a mãe dele ele respeita como mulher. Quanto mais senhora !",1,3,-1
"Louco, louco. Prendam esse desequilibrado comunista",1,1,5
Que gente asquerosa!!! 🤮,1,2,-1
Olha o Tipo de gente...braço direito de satã!!!,1,2,-1
#HaddadPresidente2022,0,0,0
Eita 😍❤️😍❤️,0,0,0
Enquanto existir homem e dinheiro na terra adeus natureza. O ser humano é único animal que destrói o seu próprio hábitat.,0,0,0
Ta jogando sujo Sra Joice!!!,1,2,-1
#globolixo para tá muito feio pra vocês 🤮🤮🤮🤮,1,1,-1
Está e a nossa deputada Benedita linda guerreira parabéns estamos juntos,0,0,0
Sinto muito mas tenho medo q ele atrapalhe demais o pai dele. Fala muito.,0,0,0
Pepa Pig ou Pinguço?,1,1,3
"Faz que nem o comercial da Porto Seguro, “senta e chora” kkkkkk",0,0,0
"É uma inocente útil ,pirralha vai lutar pela liberdade daquelas meninas ,são obrigadas a casar com 8 anos e morrem arrebentadas cadê a ONU ,Greta ,artistas super star e acabar com a fome na Venezuela ,África ,parem de ser hipócritas ,ela é usada pela esquerda Soros ,acorda Joice",1,1,5
ORGULHO PRESIDENTA!!!!!!! 🔥,0,0,0
"Vou morrer na prisão, #ptnuncamais",1,3,5
"Sou só eu ou mais alguém ficou preocupada com o jeito da Greta nesse vídeo?! Gente, sério, ela não parece bem. Acho que já está na hora das pessoas darem um pouco de paz pra ela. Pra uma garota de 16 anos, acho q ela já fez muito e me preocupa vê-la assim.",0,0,0
É isso mesmo,0,0,0
Esse bandido não gosta de rouba,1,2,-1
Anda bem sempre fui do lado do PT e sempre serei,0,0,0
Estaríamos tão bem representados se o @fernandohaddadoficial fosse o nosso Presidente.,0,0,0
Deveria valer só para os DESGRAÇADOS DOS INFERNOS MINIONS,1,2,5
Meu Deus!!! É isso o homem do bem? Misericórdia,0,0,0
Fazer um video denunciando essa fakenews seria mais util. Esse post confunde os leitores. Afinal derrubaram ou não?,0,0,0
"Quem está na frente de tudo é Deus, e agindo Deus Quem impedirá!!🙏",0,0,0
Tentando entender a relação Argentina - RS além da proximidade geográfica.,0,0,0
Só rezo e acredito🙏,0,0,0
"Verdade ! Apesar de concordar com a fala dele , acho não deve falar o q pensa !",0,0,0
Esses caras tinham que se Preso!!,1,1,-1
"Chega mesmo não aguentamos mais ver tantãs mulheres vítimas das violências do homem certos homens ,acha que vão ficar impune para sempre",0,0,0
Aí a ganância falou mais alto... corrupta!,1,2,-1
Criminosos. ( pode vir eu estou pronto).,1,3,-1
Dr Geraldo cruz,0,0,0
Pq. ELa é SAFADA igual ao 9 dedos. 😲😲,1,2,"5,8"
Lindo demais,0,0,0
"Eu acho também que tudo está muito caro no supermercado, inflação muito alta, pra aposentados que ganham um salário mínimo, morrem de fome.",0,0,0
Caracas!!! As pessoas gostando dessas briguinhas ridículas quando o país está cheio de problemas para serem resolvidos. Misericórdia!,0,0,0
"E nós que podemos ter perdido uma Greta Thunberg cruelmente assasinada por #witizelassassino #witizelgenocida. Ághata nossa Menina Maravilha tinha apenas 8 anos seu discurso era apenas a boneca Mônica, mas quem poderá afirmar ao contrário que aos 16 anos trocaria Mônica pela bandeira de um mundo mais justo e sustentável.",0,0,0
VELHO ESCROTO,1,1,-1
Mto impactante e emocionante.,0,0,0
"Nunca deveriam ter soltado esse marginal , inimigo da pátria",1,2,-1
Igual a lula não tem aqui nem na china ele é o melhor de todos,0,0,0
"👏👏👏👏👏👏👏👏👏👏Benedita representa mais de 54 % da população Brasileira ,eu repúdio esse Ato inaceitável nesta casa legislativa ,foi a prova de que o racismo Institucional prevalece em todas as faces da sociedade brasileira ! Vergonha! Que se faça justiça ! Obrigada Deputada !",0,0,0
Só carniças! Normal.,1,3,-1
Patética 💩💩💩💩💩💩💩💩💩💩,1,1,-1
Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele.,1,1,-1
"Não cai nenhuma folha sem que Deus não queira, tudo esta nas mãos Dele, então a nossa arma é continuar orando pela a nossa nação, e deixar Ele agir.",0,0,0
"👏👏Parabéns professor ,vc merece.",0,0,0
Bosta pura,1,1,-1
O que dizer além de vaca véia ??? E no pior sentido da palavra.,1,2,8
São financiados PELOS MILICIANOS BOSTANAROS. Jair e sua PROLE PODRE DE BANDIDOS.,1,3,5
"Quando o governo é formado de homens justos e honestos, o povo vive feliz, mas quando os líderes de uma nação são maus, o povo chora de tristeza. Um rei justo ajuda seu país a crescer e viver em paz, mas o rei que quer ficar rico à custa do povo acaba destruindo sua nação. Quando um rei acredita em homens mentirosos, todos os oficiais acabam se tornando maus. Um rei que não despreza os pobres para dar vantagens aos ricos ficará muito tempo no trono.",0,0,0
Nojo!,1,3,-1
Fariseu maldito!,1,2,7
MEU PRESIDENTE AI ❤️❤️❤️,0,0,0
Desfazem tudo que o presidente Bolsonaro faz !!! Que sentido faz ?,0,0,0
"Nós vamos respirar forte,a economia vai melhorar,tenho fé em Deus e em nosso presidente.",0,0,0
O Brasil precisa tanto desse avanço... 🇧🇷👏,0,0,0
"Com todo respeito , lindos que Deus continue te abençoando sempre 👏👏👏👏👏😘🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,0,0
Só agradeço aos bolsominios,0,0,0
Ladrão Fdp,1,2,-1
É melhor Jair arrumando mais cu pra tomar,1,2,-1
Parabéns mestre❤️🙌🙌🙌🙌,0,0,0
Eu estou otimista🙏,0,0,0
"Que fala! Que reflexão! Benedita, a senhora é show!",0,0,0
Não vou perder!,0,0,0
Eita homem lindo! Por mim era nosso presidente!,0,0,0
Que diferença Deputado Eduardo de vc pra seu irmão Flávio se dependesse de mim vc seria o embaixador do Estados Unidos 👏,0,0,0
Tadinha de você. A senhora só foi eleita por causa do bolsonaro. O país todo sabe disso,1,1,-1
Ridícula essa Greta.....,1,1,-1
Haudad até hoje a ficha não caiu 😓😓😢,0,0,0
Alá mais um inocente injustiçado...,0,0,0
VAMO QUE VAMO CRISTINA,0,0,0
Noventa comunista,1,1,5
"Menina stressada , postagem desnecessária. Vc quer dar Ibope pra tirar a razão do presidente. Bjsss",1,1,-1
"Pelo jeito que escreve, denota que o concurso se baseia apenas no físico, e não! Ela foi eleita por ser a melhor personalidade. São feitas entrevistas e acredito que ela será modelo, não apenas no que tange estética, mas modelo de ações. Seus pensamentos, tiveram um peso maior, porque se não, não faria sentido todas as entrevistas que são realizadas durante o evento. As mulheres negras não precisam de aceitação quando o seu pensamento inicial é não gostar.",0,0,0
Devia ter pena? Ela tem agora pq não tem parceria na corrupção...,1,1,-1
Carniça nunca mais,1,3,-1
ABSURDO !,0,0,0
"É pirralha msm,a propósito vc está adorando tudo isso né...",1,2,-1
"Gentalha hipócrita! Fariseus, falsos cristãos! Quadrilheiros",1,1,7
Que nojo ver esse cachaceiro falar,1,2,-1
Mas alguns ainda insistem em não ver o óbvio.,0,0,0
"O Brasil precisa URGENTE de pessoas sérias e comprometidas com o bem para a população brasileira. Vamos nos concentrar em assuntos mais importantes, do que firulas de poder e grana dentro do próprio partido. Quem NAO TEM SABEDORIA pra conduzir um partido político com discernimento e sabedoria , NAO TEM CONDICOES de conduzir algo MAIOR.",0,0,0
Eita meu PRESIDENTE AMADO..👏👏👏,0,0,0
Eu tenho esperança de ver um Brasil melhor!!!,0,0,0
Não perco por nada🙋,0,0,0
Esse entrevistado COM CERTEZA está lúcido. 😜,0,0,0
"Joice está com mania de grandeza, só que dá pior espécie, ela, pra mim foi uma DECEPÇÃO GRANDE! Ela traiu e dividiu !",1,1,-1
